Job Zone,Code,Occupation,Data-level,url,Median Wage,Projected Growth,"Employment Change, 2024-2034",Projected Job Openings,Education,Top Education Level,Top Education Rate,Sample Job Titles,Job Description,exposure_filter,necessity_filter,elasticity_filter,ai_category,role_resilience_score,final_ranking,key_drivers,altpath url,altpath simple title,Emerging Job Titles
3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Y,https://www.onetonline.org/link/summary/39-4031.00,"$23.94 hourly, $49,800 annual",Average (3% to 4%),3.1,"3,200",73% Associate’s degree | 15% High school diploma or equivalent,Associate's degree,73%,"Funeral Arrangement Director, Funeral Arranger, Funeral Counselor, Funeral Director, Funeral Location Manager, Funeral Pre-Need Consultant, Funeral Prearrangement Counselor, Licensed Funeral Director, Licensed Mortician, Mortician","Perform various tasks to arrange and direct funeral services, such as coordinating transportation of body to mortuary, interviewing family or other authorized person to arrange details, selecting pallbearers, aiding with the selection of officials for religious rites, and providing transportation for mourners.",3.2,3.67,1,Will Evolve,2.21,0.442,"Funeral arrangers are deeply protected by the trust grieving families place in them—people need a compassionate human guide during one of life's most emotional moments, and that personal bond cannot be replicated by software. The physical tasks of caring for and transporting the deceased also require a hands-on human presence. AI may streamline scheduling, paperwork, and logistics behind the scenes, but the core role of walking families through difficult, deeply personal decisions will remain firmly human. Steady demand growth reflects an aging population sustaining the need for these professionals.",https://altpath.org/discover/clqjk7phcgebb9e0p24qg2rl,Mortician,
5,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1193.00,"$75,890 annual",Slower than average (1% to 2%),2.4,"1,100",74% Doctoral degree | 21% Master’s degree,Doctoral degree,74%,"Assistant Professor, Associate Professor, Coach, Health and Physical Education Professor (HPE Professor), Health, Physical Education, and Recreation Professor (HPER Professor), Instructor, Kinesiology Professor, Physical Education Professor (PE Professor), Professor, Sports Management Professor","Teach courses pertaining to recreation, leisure, and fitness studies, including exercise physiology and facilities management. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",3.4,3.18,2,Will Evolve,2.21,0.442,"These professors do more than deliver lectures—they mentor students through hands-on fitness instruction, lab work in exercise physiology, and research mentorship, experiences that genuinely change both teacher and student over time. AI can automate content delivery, grading, and course administration, but the personal transformation that comes from guiding students in physical and professional development keeps humans essential. Growth is slow, so expect the role to restructure around AI-assisted teaching tools rather than expand, with professors spending more time on mentorship and applied research.",https://altpath.org/discover/l644n9ifgihm7ejj3uqqk9ra,Postsecondary Fitness Studies Teacher,
3,19-4012.00,Agricultural Technicians,Y,https://www.onetonline.org/link/summary/19-4012.00,"$22.49 hourly, $46,790 annual",Average (3% to 4%),4.3,"2,900",41% High school diploma or equivalent | 18% Bachelor’s degree,High school diploma or equivalent,41%,"Agricultural Research Technician (Agricultural Research Tech), Agricultural Research Technologist, Agricultural Technician (Agricultural Tech), Agriculture Assistant, Agronomy Research Technician (Agronomy Research Tech), Field Assistant, Insect Research Technician (Insect Research Tech), Lab Tech (Laboratory Technician), Seed Analyst","Work with agricultural scientists in plant, fiber, and animal research, or assist with animal breeding and nutrition. Set up or maintain laboratory equipment and collect samples from crops or animals. Prepare specimens or record data to assist scientists in biology or related life science experiments. Conduct tests and experiments to improve yield and quality of crops or to increase the resistance of plants and animals to disease or insects.",3.6,2.4,3,Will Evolve,2.21,0.441,"Agricultural technicians spend much of their day doing hands-on physical work—collecting crop and animal samples, setting up lab equipment, and preparing specimens in fields and facilities where robots still struggle with unpredictable real-world conditions. That strong need for physical presence and dexterity keeps humans essential even as AI takes over tasks like data recording and routine test analysis. The role will evolve rather than vanish, with AI handling more of the repetitive data work while technicians focus their time on fieldwork and managing automated lab systems, supported by steady average job growth.",https://altpath.org/discover/uo447zgtkbfswikoiqt3l8cc,Agricultural Technician,
5,29-2011.02,Cytotechnologists,Y,https://www.onetonline.org/link/summary/29-2011.02,"$29.75 hourly, $61,890 annual",Slower than average (1% to 2%),,"22,600",50% Bachelor’s degree | 36% Post-baccalaureate certificate,Bachelor's degree,50%,"Cytology Laboratory Manager (Cytology Lab Manager), Cytology Manager, Cytology Supervisor, Cytotechnologist, Cytotechnologist Supervisor, Cytotechnologist/Cytology Supervisor, Senior Cytotechnologist, Staff Cytotechnologist, Technical Specialist, Cytology","Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices.",3.4,2.67,3,Will Evolve,2.2,0.441,"Cytotechnologists will still be essential because diagnosing cancer and other diseases from cell samples requires expert judgment in ambiguous, high-stakes situations where errors carry serious legal and ethical consequences—responsibilities that can't be handed off entirely to algorithms. However, AI is already reshaping daily work by helping screen routine slides faster, freeing these specialists to focus on the most complex or borderline cases and to oversee automated systems. Growth is slow as the field restructures around these new tools, but the need for a qualified human making the final call keeps the role secure.",https://altpath.org/discover/kvcpy70fbhevgcnaxp217iwf,Cytotechnologist,
2,47-2081.00,Drywall and Ceiling Tile Installers,Y,https://www.onetonline.org/link/summary/47-2081.00,"$27.95 hourly, $58,140 annual",Average (3% to 4%),4.2,"7,700",42% Less than high school diploma | 24% High school diploma or equivalent,Less than high school diploma,42%,"Ceiling Installer, Dry Wall Installer, Drywall Finisher, Drywall Hanger, Drywall Installer, Drywall Mechanic, Drywaller, Exterior Interior Specialist, Metal Framer, Metal Stud Framer","Apply plasterboard or other wallboard to ceilings or interior walls of buildings. Apply or mount acoustical tiles or blocks, strips, or sheets of shock-absorbing materials to ceilings and walls of buildings to reduce or reflect sound. Materials may be of decorative quality. Includes lathers who fasten wooden, metal, or rockboard lath to walls, ceilings or partitions of buildings to provide support base for plaster, fire-proofing, or acoustical material.",3.4,2.23,3,Will Evolve,2.2,0.441,"Drywall and ceiling tile installation is heavily hands-on work—cutting materials to fit uneven spaces, maneuvering large panels overhead, and securing them precisely in varied building environments. This intense physical dexterity makes the job very difficult for robots to take over. However, AI may reshape parts of the workflow, such as layout planning, material estimation, or project scheduling, letting installers work more efficiently. With average job growth expected from steady construction demand, this role will adapt its tools and processes rather than disappear.",https://altpath.org/discover/ezwlb76eh5flcfu15uxl9tvv,Drywall Installer,
3,31-1131.00,Nursing Assistants,Y,https://www.onetonline.org/link/summary/31-1131.00,"$19.01 hourly, $39,530 annual",Slower than average (1% to 2%),2.3,"204,100",39% High school diploma or equivalent | 24% Post-secondary certificate,High school diploma or equivalent,39%,"Certified Medication Aide (CMA), Certified Nurse Aide (CNA), Certified Nurses Aide (CNA), Certified Nursing Assistant (CNA), Licensed Nursing Assistant (LNA), Nurses' Aide, Nursing Aide, Nursing Assistant, Patient Care Assistant (PCA), State Tested Nursing Assistant (STNA)","Provide or assist with basic care or support under the direction of onsite licensed nursing staff. Perform duties such as monitoring of health status, feeding, bathing, dressing, grooming, toileting, or ambulation of patients in a health or nursing facility. May include medication administration and other health-related tasks. Includes nursing care attendants, nursing aides, and nursing attendants.",3.4,2.84,2,Will Evolve,2.21,0.441,"Nursing assistants will continue to be needed primarily because their work is deeply hands-on—bathing, dressing, feeding, repositioning, and walking patients requires a physical presence that no software can replace. Over time, AI may streamline parts of the job like health monitoring or documentation, shifting daily routines rather than eliminating positions. Growth is expected to be slow, but ongoing demand from an aging population helps keep these roles stable even as technology reshapes how care teams operate.",https://altpath.org/discover/hmbthok5a792mhao1314k5ay,Nursing Assistant,
3,29-2099.05,Ophthalmic Medical Technologists,Y,https://www.onetonline.org/link/summary/29-2099.05,"$23.46 hourly, $48,790 annual",Faster than average (5% to 6%),,"13,600",30% High school diploma or equivalent | 25% Post-secondary certificate,High school diploma or equivalent,30%,"Certified Diagnostic Ophthalmic Sonographer and Registered Ophthalmic Ultrasound Biometrist (CDOS and ROUB), Certified Ophthalmic Assistant, Certified Ophthalmic Medical Technologist (COMT), Certified Ophthalmic Surgical Assistant, Clinical Supervisor, Ophthalmic Medical Assistant, Ophthalmic Medical Technologist, Ophthalmic Technologist (Ophthalmic Tech), Ophthalmology Surgical Technician, Surgical Coordinator","Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medications, and instruct patients in care and use of corrective lenses.",3.0,2.84,2,Less Immediate Change,2.2,0.441,"Ophthalmic medical technologists are well-protected from near-term automation because so much of their work requires hands-on physical skill—positioning patients for exams, assisting in surgical procedures, and handling delicate instruments in a clinical setting. These tasks demand steady dexterity and real-time adaptation that current AI cannot replicate. Growing demand for eye care, driven by an aging population, further strengthens the outlook, with employment expected to grow faster than average even as AI tools begin handling some diagnostic imaging and documentation tasks.",https://altpath.org/discover/ew99dj6oar1n53dccw0zjuww,Ophthalmic Medical Technologist,
2,35-2014.00,"Cooks, Restaurant",Y,https://www.onetonline.org/link/summary/35-2014.00,"$17.71 hourly, $36,830 annual",Much faster than average (7% or higher),14.9,"250,700",47% High school diploma or equivalent | 34% Less than high school diploma,High school diploma or equivalent,47%,"Appetizer Preparer, Back Line Cook, Banquet Cook, Breakfast Cook, Broil Cook, Cook, Fry Cook, Grill Cook, Line Cook, Prep Cook (Preparation Cook)","Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu.",3.0,2.23,2,Less Immediate Change,2.2,0.44,"Restaurant cooks are largely protected right now because the job demands constant hands-on physical work—maneuvering in a hot, cramped kitchen, handling varied ingredients, and plating dishes with speed and precision that robots still can't reliably match. There's also a meaningful creative element, as cooks season, adjust, and present food in ways that reflect a kitchen's particular style. With dining-out demand growing faster than average, the need for skilled human cooks remains strong even as some planning or ordering tasks may eventually get tech assistance.",https://altpath.org/discover/vc39tabkgs2bb8b996b49vnq,Cook,
3,11-3013.00,Facilities Managers,Y,https://www.onetonline.org/link/summary/11-3013.00,"$50.33 hourly, $104,690 annual",Average (3% to 4%),3.8,"13,200",57% Associate’s degree | 15% High school diploma or equivalent,Associate's degree,57%,"Building Maintenance Superintendent, Building Services Supervisor, Facilities Coordinator, Facilities Director, Facilities Engineer, Facilities Maintenance Manager, Facilities Manager, Facilities Operations Manager (Facilities Ops Manager), Facilities Operations Specialist (Facilities Ops Specialist), Maintenance Superintendent","Plan, direct, or coordinate operations and functionalities of facilities and buildings. May include surrounding grounds or multiple facilities of an organization's campus.",3.0,2.68,2,Less Immediate Change,2.2,0.44,"Facilities managers are relatively shielded from rapid AI disruption because so much of their effectiveness depends on deep, accumulated knowledge of a specific building or campus—its quirks, history, and evolving needs—combined with constant political and interpersonal navigation among tenants, vendors, executives, and maintenance crews. AI tools may streamline scheduling or energy monitoring, but coordinating competing priorities across diverse stakeholders in unpredictable physical environments keeps human judgment central. Steady demand growth reflects the ongoing need for experienced on-site leadership that software alone cannot replace.",https://altpath.org/discover/wgytqlo9ttnxo1zogx3b8hes,Facilities Manager,
4,11-9121.02,Water Resource Specialists,Y,https://www.onetonline.org/link/summary/11-9121.02,"$77.49 hourly, $161,180 annual",Average (3% to 4%),,"8,500",50% Bachelor’s degree | 50% Master’s degree,Bachelor's degree,50%,"Hydrogeologist, National Stormwater Leader, Owner, Consulting Engineer, Owner, Professional Engineer, Research Hydraulic Engineer, Senior Group Manager, Senior Hydrogeologist, Senior Water Resources Engineer, VP-Senior Principal Water Resources Engineer, Water Resources Business Segment Leader","Design or implement programs and strategies related to water resource issues such as supply, quality, and regulatory compliance issues.",3.0,2.86,2,Less Immediate Change,2.2,0.44,"Water resource specialists face less immediate disruption because their work demands novel judgment in ambiguous, high-stakes situations—such as balancing competing demands on limited water supplies or navigating complex regulatory trade-offs where no two watersheds are alike. They also rely heavily on political negotiation among agencies, communities, and stakeholders, plus deep contextual knowledge built over years in specific regions. AI can handle data analysis and modeling, but the strategic decision-making and stakeholder coordination at the heart of the role remain firmly human. Steady demand growth reflects ongoing water challenges nationwide.",https://altpath.org/discover/fdum6mfkupqmga7vlec9uqiu,Water Resource Specialist,
4,19-4021.00,Biological Technicians,Y,https://www.onetonline.org/link/summary/19-4021.00,"$25.00 hourly, $52,000 annual",Average (3% to 4%),3.5,"9,100",49% Bachelor’s degree | 29% Master’s degree,Bachelor's degree,49%,"Biological Science Laboratory Technician, Biological Science Technician, Biological Technician, Laboratory Technician, Marine Fisheries Technician, Research Assistant, Research Associate, Research Specialist, Research Technician, Wildlife Biology Technician","Assist biological and medical scientists in laboratories. Set up, operate, and maintain laboratory instruments and equipment, monitor experiments, make observations, and calculate and record results. May analyze organic substances, such as blood, food, and drugs.",3.4,2.23,3,Will Evolve,2.19,0.439,"Biological technicians spend much of their day physically handling lab equipment, preparing samples, and maintaining instruments—tasks that require steady hands and careful manual work that AI and robots still struggle to replicate reliably. While AI will increasingly help with data recording, analysis, and experiment monitoring, the hands-on setup and operation of complex laboratory instruments keeps human technicians essential. Job growth remains steady as ongoing demand in medical and biological research ensures these roles evolve rather than disappear, with AI tools reshaping routine calculations and observations rather than replacing the people performing them.",https://altpath.org/discover/viuqx88pcyub0zz0wcjcssvn,Biological Technician,
3,17-3028.00,Calibration Technologists and Technicians,Y,https://www.onetonline.org/link/summary/17-3028.00,"$31.27 hourly, $65,040 annual",Faster than average (5% to 6%),4.7,"1,400",Associate's degree,Associate's degree,,,"Execute or adapt procedures and techniques for calibrating measurement devices, by applying knowledge of measurement science, mathematics, physics, chemistry, and electronics, sometimes under the direction of engineering staff. Determine measurement standard suitability for calibrating measurement devices. May perform preventive maintenance on equipment. May perform corrective actions to address identified calibration problems.",2.8,2.67,2,Less Immediate Change,2.2,0.439,"Calibration technologists and technicians are well-protected from near-term automation largely because the work demands hands-on physical dexterity—handling delicate measurement instruments across varied lab and field environments that robots struggle to navigate reliably. The role also requires real-time judgment when diagnosing whether a standard is suitable or when troubleshooting unexpected calibration problems, tasks that are difficult to fully automate. With faster-than-average job growth driven by expanding precision-measurement needs across industries, demand for skilled human technicians remains strong.",https://altpath.org/discover/ly5bdxibbp87h8q61d66ek55,Calibration Technologist,
3,51-9071.06,Gem and Diamond Workers,Y,https://www.onetonline.org/link/summary/51-9071.06,"$23.63 hourly, $49,140 annual",Decline (-1% or lower),,"4,000",58% High school diploma or equivalent | 19% Bachelor’s degree,High school diploma or equivalent,58%,"Diamond Cutter, Diamond Grader, Diamond Picker, Diamond Polisher, Diamond Sawer, Diamond Setter, Facetor, Gemologist, Lapidarist, Quality Control Specialist","Fabricate, finish, or evaluate the quality of gems and diamonds used in jewelry or industrial tools.",2.2,2.75,3,Less Immediate Change,2.19,0.439,"Gem and diamond work demands exceptional hands-on precision—cutting, faceting, and polishing small, valuable stones requires fine motor skill and tactile feedback that current automation struggles to replicate. Each stone is unique, so workers also bring a craftsperson's creative eye to decisions about how best to shape and finish a gem for maximum beauty or utility. While the overall market for these workers is shrinking due to broader industry trends, AI and robotics have not yet advanced enough to handle the delicate, highly physical core of this trade.",https://altpath.org/discover/qdmj3l4e693gueqxf1agmwny,Gem and Diamond Worker,
3,29-2057.00,Ophthalmic Medical Technicians,Y,https://www.onetonline.org/link/summary/29-2057.00,"$21.19 hourly, $44,080 annual",Much faster than average (7% or higher),19.8,"12,500",59% High school diploma or equivalent | 27% Post-secondary certificate,High school diploma or equivalent,59%,"Certified Ophthalmic Assistant, Certified Ophthalmic Medical Technician, Certified Ophthalmic Technician, Certified Ophthalmic Technician with Surgical Assisting, Certified Ophthalmic Technician-Surgical Assistant (COT-SA), Ophthalmic Assistant, Ophthalmic Medical Assistant, Ophthalmic Medical Technician, Ophthalmic Technician, Surgical Coordinator","Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses.",3.4,2.58,2,Will Evolve,2.2,0.439,"Ophthalmic medical technicians rely heavily on hands-on patient contact—positioning patients at instruments, administering eye drops, fitting corrective lenses, and guiding people through sometimes uncomfortable exams. That physical, in-person dexterity is the main reason the role won't be replaced, even as AI takes over tasks like automated visual-field screening or image analysis. With an aging population driving strong demand for eye care, these technicians will evolve by letting AI handle routine measurements while they focus on direct patient interaction and clinical support.",https://altpath.org/discover/p2ovokc11bt93eek0rt3m0l8,Ophthalmic Medical Technician,
3,51-9071.00,Jewelers and Precious Stone and Metal Workers,Y,https://www.onetonline.org/link/summary/51-9071.00,"$23.63 hourly, $49,140 annual",Decline (-1% or lower),-5.5,"4,000",25% High school diploma or equivalent | 21% Post-secondary certificate,High school diploma or equivalent,25%,"Appraiser, Artisan Jeweler, Bench Jeweler, Caster, Gemologist, Goldsmith, Jeweler, Polisher, Silversmith, Stone Setter","Design, fabricate, adjust, repair, or appraise jewelry, gold, silver, other precious metals, or gems. Includes diamond polishers and gem cutters, and persons who perform precision casting and modeling of molds, casting metal in molds, or setting precious and semi-precious stones for jewelry and related products.",2.6,2.58,3,Less Immediate Change,2.19,0.438,"Jewelry work is largely shielded from near-term AI automation because it demands exceptional hand skill—crafting, setting tiny stones, casting, and repairing delicate pieces requires precise physical manipulation that robots still struggle to replicate. The role also involves a strong creative point of view, since jewelers design unique pieces reflecting personal artistry and client vision. However, overall market demand for these artisans is shrinking due to changing consumer habits, so while AI isn't the main threat, fewer positions are expected over time.",https://altpath.org/discover/s72007upb6uyeyrw0fe8ufs3,Jeweler,
2,53-3052.00,"Bus Drivers, Transit and Intercity",Y,https://www.onetonline.org/link/summary/53-3052.00,"$27.61 hourly, $57,440 annual",Average (3% to 4%),4.3,"20,900",84% High school diploma or equivalent | 13% Less than high school diploma,High school diploma or equivalent,84%,"Bus Driver, Bus Operator, Charter Bus Driver, Coach Operator, Motor Coach Driver, Motor Coach Operator, Transit Bus Driver, Transit Coach Operator, Transit Driver, Transit Operator","Drive bus or motor coach, including regular route operations, charters, and private carriage. May assist passengers with baggage. May collect fares or tickets.",2.8,2.49,2,Less Immediate Change,2.19,0.437,"Bus drivers operate large vehicles through unpredictable traffic, tight urban streets, and varied weather while managing passenger safety—tasks that demand real-time physical control and situational awareness that current AI and autonomous vehicle technology cannot reliably handle in complex public transit settings. Drivers also exercise judgment in emergencies, route detours, and interactions with diverse passengers. With average job growth expected due to steady public transit demand, this role faces less immediate pressure from automation because the physical and environmental challenges of the job remain difficult to replicate.",https://altpath.org/discover/duem864k6jhpydktdxfrel2w,Bus Driver,
4,13-1041.00,Compliance Officers,Y,https://www.onetonline.org/link/summary/13-1041.00,"$37.70 hourly, $78,420 annual",Average (3% to 4%),3.0,"33,300",Bachelor's degree,Bachelor's degree,,"Driver Examiner, Driver License Agent, Driver License Examiner, Examiner, License Examiner, License Registration Examiner, Licensing Analyst, Motor Vehicle Clerk, Public Service Representative (PSR), Transportation Services Representative (TSR)","Examine, evaluate, and investigate eligibility for or conformity with laws and regulations governing contract compliance of licenses and permits, and perform other compliance and enforcement inspection and analysis activities not classified elsewhere.",3.4,2.86,2,Will Evolve,2.18,0.437,"Compliance officers will still be needed because they carry legal and ethical accountability for enforcement decisions—organizations and regulators require a responsible human behind findings that can lead to fines, license revocations, or legal action. Their work also demands deep institutional context and skill in navigating politically sensitive relationships with regulators, licensees, and internal stakeholders. AI will reshape daily tasks by automating routine document review, flagging anomalies, and scanning regulatory changes, freeing officers to focus on complex investigations and judgment calls. Job growth is expected to remain steady.",https://altpath.org/discover/z3z3dsw0laew23x73tjo5cpa,Compliance Officer,Compliance Analyst; Regulatory Affairs Specialist; AML Analyst
4,17-2121.00,Marine Engineers and Naval Architects,Y,https://www.onetonline.org/link/summary/17-2121.00,"$50.80 hourly, $105,670 annual",Faster than average (5% to 6%),5.8,600,53% Bachelor’s degree | 16% Post-secondary certificate,Bachelor's degree,53%,"Marine Architect, Marine Design Engineer, Marine Engineer, Marine Engineering Consultant, Marine Structural Designer, Marine Surveyor, Naval Architect, Naval Architect Specialist, Ship Equipment Engineer, Structural Engineer","Design, develop, and evaluate the operation of marine vessels, ship machinery, and related equipment, such as power supply and propulsion systems.",2.8,2.65,2,Less Immediate Change,2.18,0.437,"Marine engineers and naval architects are relatively shielded from near-term AI disruption because their work demands novel judgment in high-stakes, ambiguous situations—such as ensuring a vessel's propulsion and power systems perform safely under unpredictable ocean conditions—and they carry significant legal and ethical accountability for designs that affect crew safety and environmental compliance. AI tools may assist with modeling and calculations, but the complex engineering decisions and regulatory responsibility remain firmly with human professionals. Faster-than-average job growth reflects steady demand for specialized maritime expertise.",https://altpath.org/discover/ulwz6tjbh125z1v8tosn6tfc,Marine Engineer or Naval Architect,
3,39-9041.00,Residential Advisors,Y,https://www.onetonline.org/link/summary/39-9041.00,"$18.84 hourly, $39,180 annual",Average (3% to 4%),3.8,"17,400","50% Some college, no degree | 31% Bachelor’s degree","Some college, no degree",50%,"Hall Coordinator, Residence Director, Residence Hall Director, Residence Life Coordinator, Residence Life Director, Resident Advisor, Resident Assistant, Resident Director, Residential Life Director, Unit Coordinator","Coordinate activities in residential facilities in secondary and college dormitories, group homes, or similar establishments. Order supplies and determine need for maintenance, repairs, and furnishings. May maintain household records and assign rooms. May assist residents with problem solving or refer them to counseling resources.",3.0,3.35,1,Less Immediate Change,2.19,0.437,"Residential advisors are well protected from near-term automation because their work centers on being physically present in living spaces and building genuine trust with the people they support. Much of the role—mediating roommate conflicts, recognizing when a student is struggling, and creating a sense of community—depends on real human relationships that deepen over time. AI tools have limited relevance to these core interpersonal duties, and steady demand for campus and group-home housing keeps the need for these positions stable.",https://altpath.org/discover/yfo02d431lp7ngm8tdgvwxtb,Residential Advisor,
4,25-3031.00,"Substitute Teachers, Short-Term",Y,https://www.onetonline.org/link/summary/25-3031.00,"$18.50 hourly, $38,470 annual",Slower than average (1% to 2%),1.6,"61,100",40% Bachelor’s degree | 35% Associate’s degree,Bachelor's degree,40%,"Building Sub (Building Substitute), Building Sub Teacher (Building Substitute Teacher), Child Development Sub Teacher (Child Development Substitute Teacher), ESL Sub (English as a Second Language Substitute), HS Sub Teacher (High School Substitute Teacher), Pre-School Sub Teacher (Pre-School Substitute Teacher), Short-Term Sub Teacher (Short-Term Substitute Teacher), Sub (Substitute), Sub Teacher (Substitute Teacher)","Teach students on a short-term basis as a temporary replacement for a regular classroom teacher, typically using the regular teacher's lesson plan.",3.0,2.7,2,Less Immediate Change,2.19,0.437,"Substitute teachers are largely protected from near-term AI automation because the role fundamentally requires a real adult physically present in a classroom—managing students, maintaining safety, and responding to unpredictable situations in real time. No current AI system can replace a person standing in front of a room of children, redirecting behavior, and adapting on the fly. However, growth prospects remain modest because demand is tied to teacher absences rather than expanding markets, so the job is stable but unlikely to surge.",https://altpath.org/discover/lq27fhacmr0rbazyuwk8n98g,Substitute Teacher,
5,25-1123.00,"English Language and Literature Teachers, Postsecondary",Y,https://www.onetonline.org/link/summary/25-1123.00,"$78,270 annual",Little or no change,0.0,"5,100",58% Doctoral degree | 30% Master’s degree,Doctoral degree,58%,"Assistant Professor, Assistant Professor of English, Associate Professor of English, English Instructor, English Professor, General Education Instructor, Humanities Professor, Instructor, Professor, Professor of English","Teach courses in English language and literature, including linguistics and comparative literature. Includes both teachers primarily engaged in teaching and those who do a combination of teaching and research.",3.2,3.18,2,Will Evolve,2.18,0.436,"English literature professors bring a distinctive creative perspective and personal intellectual engagement that AI can't replicate—interpreting texts, modeling critical thinking, and being genuinely transformed alongside students through shared literary exploration. AI will reshape daily work by handling tasks like grading drafts, generating reading aids, and summarizing research, but the core role of guiding nuanced literary discussion and mentoring students through ambiguous interpretive challenges remains deeply human. Employment will hold roughly steady, with professors adapting their methods rather than being replaced.",https://altpath.org/discover/sh6l75o4l57degbdmeamh8ro,Postsecondary English Literature Teacher,
2,47-2221.00,Structural Iron and Steel Workers,Y,https://www.onetonline.org/link/summary/47-2221.00,"$30.14 hourly, $62,700 annual",Average (3% to 4%),4.4,"5,500",42% High school diploma or equivalent | 34% Less than high school diploma,High school diploma or equivalent,42%,"Fitter, Fitter / Welder, Iron Worker, Iron Worker Foreman, Ironworker, Rigger, Steel Fabricator, Steel Worker, Structural Steel Erector, Tower Hand","Raise, place, and unite iron or steel girders, columns, and other structural members to form completed structures or structural frameworks. May erect metal storage tanks and assemble prefabricated metal buildings.",3.0,2.67,2,Less Immediate Change,2.18,0.436,"Structural iron and steel workers are well-protected from near-term AI automation because their job fundamentally demands hands-on physical skill in unpredictable, elevated, and hazardous environments—robots cannot yet match a human worker's ability to maneuver heavy girders into place on a shifting construction site. They also exercise real-time judgment when aligning and securing structural members under variable conditions. With average job growth expected due to ongoing infrastructure and construction needs, this occupation faces little immediate disruption from AI.",https://altpath.org/discover/e2xdizmqxolv56t8i3i7haog,Steel Worker,
4,27-3041.00,Editors,Y,https://www.onetonline.org/link/summary/27-3041.00,"$36.18 hourly, $75,260 annual",Slower than average (1% to 2%),0.6,"9,800",80% Bachelor’s degree | 17% Master’s degree,Bachelor's degree,80%,"Acquisitions Editor, Business Editor, Editor, Features Editor, Legal Editor, News Editor, Newspaper Copy Editor, Science Editor, Sports Editor, Web Editor","Plan, coordinate, or edit content of material for publication. May review proposals and drafts for possible publication. Includes technical editors.",3.0,1.47,4,Less Immediate Change,2.18,0.435,"Editors face moderate but not immediate disruption from AI because their work relies on skills that are harder to automate quickly—exercising nuanced judgment on whether content fits an audience, maintaining a consistent creative voice, and drawing on deep familiarity with a publication's standards built over time. AI can draft and proofread text, but deciding what deserves publication and shaping a coherent editorial vision still requires human perspective. Growth is expected to be slow, reflecting a stable but not expanding market for these skills.",https://altpath.org/discover/g700ii7cp36qna13v5rz2kxb,Editor,Content Editor; Managing Editor; Copy Editor; Digital Editor
2,49-9099.01,Geothermal Technicians,Y,https://www.onetonline.org/link/summary/49-9099.01,"$23.39 hourly, $48,640 annual",Slower than average (1% to 2%),,"21,500",66% High school diploma or equivalent | 20% Post-secondary certificate,High school diploma or equivalent,66%,"Control Operator, Control Room Operator (CRO), Instrumentation, Control, and Electrical Technician (I C & E Technician), Maintenance Mechanic, Maintenance Technician, Mechanical Technician, Operations and Maintenance Technician, Operations Technician, Operator Technician, Plant Technician","Perform technical activities at power plants or individual installations necessary for the generation of power from geothermal energy sources. Monitor and control operating activities at geothermal power generation facilities and perform maintenance and repairs as necessary. Install, test, and maintain residential and commercial geothermal heat pumps.",3.2,2.49,3,Will Evolve,2.17,0.435,"Geothermal technicians will evolve with AI rather than be replaced, primarily because their work demands hands-on physical presence—installing, repairing, and maintaining heat pumps and power plant equipment in varied real-world conditions that robots can't easily handle. AI will reshape daily routines by improving diagnostics, optimizing system monitoring, and flagging maintenance needs before failures occur, letting technicians work more efficiently. Although job growth is slower than average, the ongoing need for skilled hands on complex equipment keeps this role steady rather than shrinking.",https://altpath.org/discover/qgm4riyjat2w8nj0s1f4cmd6,Geothermal Technician,
4,15-2011.00,Actuaries,Y,https://www.onetonline.org/link/summary/15-2011.00,"$60.47 hourly, $125,770 annual",Much faster than average (7% or higher),21.8,"2,400",79% Bachelor’s degree | 11% Post-baccalaureate certificate,Bachelor's degree,79%,"Actuarial Analyst, Actuarial Associate, Actuarial Consultant, Actuary, Consulting Actuary, Health Actuary, Pricing Actuary, Pricing Analyst, Product Development Actuary, Retirement Actuary","Analyze statistical data, such as mortality, accident, sickness, disability, and retirement rates and construct probability tables to forecast risk and liability for payment of future benefits. May ascertain insurance rates required and cash reserves necessary to ensure payment of future benefits.",3.6,2.0,3,Will Evolve,2.17,0.434,"Actuaries will continue to be needed because their work involves applying professional judgment to high-stakes, ambiguous situations—such as deciding which models best capture emerging risks—and they carry real legal and regulatory accountability for the assumptions behind insurance rates and reserves. AI will dramatically reshape their daily tasks by automating much of the heavy data processing and routine modeling, freeing actuaries to focus on interpreting results, advising leadership, and overseeing AI-driven tools. Strong projected job growth reflects rising demand for risk analysis across industries like insurance, healthcare, and finance.",https://altpath.org/discover/u27b0gb84uyrciys4b46u555,Actuary,
