month,iwa_cleaned,share_of_messages
2024-12-01,4.A.4.a.6.I02,0.001
2024-12-01,4.A.4.a.6.I03,0.004
2024-12-01,4.A.4.a.7.I01,0.001
2024-12-01,4.A.4.a.7.I02,0.001
2024-12-01,4.A.4.a.7.I03,0.000
2024-12-01,4.A.4.a.8.I03,0.001
2024-12-01,4.A.4.b.3.I01,0.001
2024-12-01,4.A.4.b.3.I02,0.005
2024-12-01,4.A.4.b.3.I03,0.001
2024-12-01,4.A.4.b.3.I04,0.000
2024-12-01,4.A.4.b.4.I01,0.000
2024-12-01,4.A.4.b.4.I07,0.001
2024-12-01,4.A.4.b.4.I11,0.000
2024-12-01,4.A.4.b.4.I12,0.001
2024-12-01,4.A.4.b.4.I13,0.001
2024-12-01,4.A.4.b.5.I01,0.001
2024-12-01,4.A.4.b.5.I02,0.001
2024-12-01,4.A.4.b.6.I01,0.001
2024-12-01,4.A.4.b.6.I02,0.005
2024-12-01,4.A.4.b.6.I04,0.007
2024-12-01,4.A.4.b.6.I05,0.006
2024-12-01,4.A.4.b.6.I06,0.003
2024-12-01,4.A.4.b.6.I07,0.010
2024-12-01,4.A.4.b.6.I08,0.002
2024-12-01,4.A.4.b.6.I09,0.001
2024-12-01,4.A.4.b.6.I10,0.003
2024-12-01,4.A.4.b.6.I11,0.002
2024-12-01,4.A.4.c.1.I01,0.007
2024-12-01,4.A.4.c.1.I03,0.000
2024-12-01,4.A.4.c.1.I04,0.001
2024-12-01,4.A.4.c.2.I01,0.003
2024-12-01,4.A.4.c.2.I02,0.001
2024-12-01,4.A.4.c.3.I02,0.001
2024-12-01,4.A.4.c.3.I03,0.001
2024-12-01,4.A.4.c.3.I04,0.000
2024-12-01,4.A.4.c.3.I05,0.001
2024-12-01,4.A.4.c.3.I07,0.000
2024-12-01,Other IWA,0.000
2025-01-01,4.A.1.a.1.I01,0.002
2025-01-01,4.A.1.a.1.I02,0.004
2025-01-01,4.A.1.a.1.I04,0.033
2025-01-01,4.A.1.a.1.I05,0.000
2025-01-01,4.A.1.a.1.I06,0.000
2025-01-01,4.A.1.a.1.I07,0.015
2025-01-01,4.A.1.a.1.I08,0.001
2025-01-01,4.A.1.a.1.I09,0.004
2025-01-01,4.A.1.a.1.I10,0.000
2025-01-01,4.A.1.a.1.I11,0.001
2025-01-01,4.A.1.a.1.I12,0.001
2025-01-01,4.A.1.a.1.I13,0.001
2025-01-01,4.A.1.a.1.I14,0.002
2025-01-01,4.A.1.a.1.I15,0.001
2025-01-01,4.A.1.a.1.I16,0.002
2025-01-01,4.A.1.a.1.I17,0.002
2025-01-01,4.A.1.a.1.I18,0.012
2025-01-01,4.A.1.a.1.I19,0.003
2025-01-01,4.A.1.a.1.I20,0.004
2025-01-01,4.A.1.a.1.I21,0.000
2025-01-01,4.A.1.a.1.I22,0.000
2025-01-01,4.A.1.a.1.I23,0.001
2025-01-01,4.A.1.a.2.I05,0.001
2025-01-01,4.A.1.a.2.I07,0.001
2025-01-01,4.A.1.a.2.I08,0.001
2025-01-01,4.A.1.a.2.I10,0.001
2025-01-01,4.A.1.b.1.I01,0.000
2025-01-01,4.A.1.b.1.I02,0.001
2025-01-01,4.A.1.b.2.I01,0.000
2025-01-01,4.A.1.b.2.I03,0.000
2025-01-01,4.A.1.b.2.I04,0.001
2025-01-01,4.A.1.b.2.I08,0.000
2025-01-01,4.A.1.b.2.I09,0.000
2025-01-01,4.A.1.b.2.I12,0.001
2025-01-01,4.A.1.b.3.I01,0.001
2025-01-01,4.A.1.b.3.I02,0.001
2025-01-01,4.A.1.b.3.I03,0.009
2025-01-01,4.A.1.b.3.I04,0.000
2025-01-01,4.A.2.a.1.I01,0.000
2025-01-01,4.A.2.a.1.I02,0.004
2025-01-01,4.A.2.a.1.I03,0.001
2025-01-01,4.A.2.a.1.I04,0.004
2025-01-01,4.A.2.a.1.I06,0.001
2025-01-01,4.A.2.a.1.I07,0.008
2025-01-01,4.A.2.a.1.I08,0.003
2025-01-01,4.A.2.a.1.I10,0.000
2025-01-01,4.A.2.a.2.I01,0.002
2025-01-01,4.A.2.a.2.I03,0.002
2025-01-01,4.A.2.a.2.I05,0.000
2025-01-01,4.A.2.a.3.I01,0.003
2025-01-01,4.A.2.a.4.I01,0.002
2025-01-01,4.A.2.a.4.I02,0.006
2025-01-01,4.A.2.a.4.I03,0.000
2025-01-01,4.A.2.a.4.I04,0.009
2025-01-01,4.A.2.a.4.I05,0.002
2025-01-01,4.A.2.a.4.I06,0.000
2025-01-01,4.A.2.a.4.I07,0.003
2025-01-01,4.A.2.a.4.I08,0.004
2025-01-01,4.A.2.a.4.I09,0.001
2025-01-01,4.A.2.a.4.I10,0.001
2025-01-01,4.A.2.a.4.I11,0.004
2025-01-01,4.A.2.a.4.I12,0.001
2025-01-01,4.A.2.b.1.I01,0.001
2025-01-01,4.A.2.b.1.I02,0.001
2025-01-01,4.A.2.b.1.I04,0.000
2025-01-01,4.A.2.b.1.I06,0.001
2025-01-01,4.A.2.b.1.I07,0.178
2025-01-01,4.A.2.b.1.I08,0.002
2025-01-01,4.A.2.b.1.I09,0.000
2025-01-01,4.A.2.b.1.I10,0.000
2025-01-01,4.A.2.b.1.I11,0.000
2025-01-01,4.A.2.b.2.I01,0.001
2025-01-01,4.A.2.b.2.I02,0.004
2025-01-01,4.A.2.b.2.I03,0.006
2025-01-01,4.A.2.b.2.I04,0.001
2025-01-01,4.A.2.b.2.I05,0.000
2025-01-01,4.A.2.b.2.I06,0.001
2025-01-01,4.A.2.b.2.I07,0.000
2025-01-01,4.A.2.b.2.I09,0.002
2025-01-01,4.A.2.b.2.I11,0.001
2025-01-01,4.A.2.b.2.I12,0.042
2025-01-01,4.A.2.b.2.I13,0.000
2025-01-01,4.A.2.b.2.I15,0.006
2025-01-01,4.A.2.b.2.I17,0.000
2025-01-01,4.A.2.b.2.I18,0.024
2025-01-01,4.A.2.b.2.I19,0.001
2025-01-01,4.A.2.b.2.I21,0.002
2025-01-01,4.A.2.b.2.I22,0.005
2025-01-01,4.A.2.b.2.I23,0.005
2025-01-01,4.A.2.b.2.I24,0.000
2025-01-01,4.A.2.b.2.I25,0.002
2025-01-01,4.A.2.b.2.I27,0.002
2025-01-01,4.A.2.b.3.I01,0.006
2025-01-01,4.A.2.b.4.I01,0.002
2025-01-01,4.A.2.b.4.I02,0.001
2025-01-01,4.A.2.b.4.I03,0.001
2025-01-01,4.A.2.b.5.I01,0.001
2025-01-01,4.A.2.b.5.I02,0.002
2025-01-01,4.A.2.b.5.I03,0.002
2025-01-01,4.A.2.b.6.I01,0.002
2025-01-01,4.A.2.b.6.I02,0.004
2025-01-01,4.A.3.a.1.I01,0.001
2025-01-01,4.A.3.a.1.I02,0.001
2025-01-01,4.A.3.a.1.I11,0.000
2025-01-01,4.A.3.a.2.I03,0.000
2025-01-01,4.A.3.a.2.I42,0.000
2025-01-01,4.A.3.a.3.I05,0.000
2025-01-01,4.A.3.a.3.I09,0.001
2025-01-01,4.A.3.b.1.I01,0.048
2025-01-01,4.A.3.b.1.I02,0.002
2025-01-01,4.A.3.b.1.I03,0.008
2025-01-01,4.A.3.b.1.I04,0.047
2025-01-01,4.A.3.b.1.I05,0.003
2025-01-01,4.A.3.b.1.I06,0.005
2025-01-01,4.A.3.b.4.I04,0.000
2025-01-01,4.A.3.b.4.I05,0.001
2025-01-01,4.A.3.b.6.I01,0.003
2025-01-01,4.A.3.b.6.I02,0.000
2025-01-01,4.A.3.b.6.I03,0.005
2025-01-01,4.A.3.b.6.I05,0.001
2025-01-01,4.A.3.b.6.I06,0.005
2025-01-01,4.A.3.b.6.I07,0.003
2025-01-01,4.A.3.b.6.I08,0.000
2025-01-01,4.A.3.b.6.I09,0.004
2025-01-01,4.A.3.b.6.I10,0.001
2025-01-01,4.A.3.b.6.I11,0.000
2025-01-01,4.A.3.b.6.I12,0.083
2025-01-01,4.A.3.b.6.I13,0.011
2025-01-01,4.A.3.b.6.I14,0.002
2025-01-01,4.A.3.b.6.I15,0.005
2025-01-01,4.A.3.b.6.I16,0.071
2025-01-01,4.A.4.a.1.I01,0.034
2025-01-01,4.A.4.a.1.I02,0.016
2025-01-01,4.A.4.a.1.I03,0.021
2025-01-01,4.A.4.a.1.I04,0.008
2025-01-01,4.A.4.a.1.I05,0.002
2025-01-01,4.A.4.a.2.I01,0.000
2025-01-01,4.A.4.a.2.I02,0.002
2025-01-01,4.A.4.a.2.I03,0.012
2025-01-01,4.A.4.a.2.I04,0.002
2025-01-01,4.A.4.a.2.I06,0.001
2025-01-01,4.A.4.a.2.I08,0.000
2025-01-01,4.A.4.a.2.I09,0.003
2025-01-01,4.A.4.a.2.I11,0.005
2025-01-01,4.A.4.a.2.I12,0.000
2025-01-01,4.A.4.a.2.I13,0.002
2025-01-01,4.A.4.a.3.I01,0.000
2025-01-01,4.A.4.a.3.I02,0.006
2025-01-01,4.A.4.a.3.I03,0.009
2025-01-01,4.A.4.a.4.I01,0.002
2025-01-01,4.A.4.a.5.I01,0.001
2025-01-01,4.A.4.a.5.I02,0.000
2025-01-01,4.A.4.a.5.I03,0.000
2025-01-01,4.A.4.a.5.I05,0.001
2025-01-01,4.A.4.a.5.I07,0.001
2025-01-01,4.A.4.a.5.I08,0.001
2025-01-01,4.A.4.a.5.I09,0.000
2025-01-01,4.A.4.a.5.I10,0.001
2025-01-01,4.A.4.a.6.I01,0.001
2025-01-01,4.A.4.a.6.I02,0.002
2025-01-01,4.A.4.a.6.I03,0.004
2025-01-01,4.A.4.a.7.I01,0.001
2025-01-01,4.A.4.a.7.I02,0.002
2025-01-01,4.A.4.a.7.I03,0.001
2025-01-01,4.A.4.a.8.I03,0.000
2025-01-01,4.A.4.b.3.I01,0.001
2025-01-01,4.A.4.b.3.I02,0.004
2025-01-01,4.A.4.b.3.I03,0.001
2025-01-01,4.A.4.b.3.I04,0.001
2025-01-01,4.A.4.b.3.I05,0.000
2025-01-01,4.A.4.b.3.I06,0.000
2025-01-01,4.A.4.b.4.I01,0.001
2025-01-01,4.A.4.b.4.I07,0.000
2025-01-01,4.A.4.b.4.I11,0.001
2025-01-01,4.A.4.b.4.I12,0.001
2025-01-01,4.A.4.b.4.I13,0.000
2025-01-01,4.A.4.b.5.I01,0.001
2025-01-01,4.A.4.b.5.I02,0.001
2025-01-01,4.A.4.b.6.I01,0.001
2025-01-01,4.A.4.b.6.I02,0.003
2025-01-01,4.A.4.b.6.I04,0.006
2025-01-01,4.A.4.b.6.I05,0.009
2025-01-01,4.A.4.b.6.I06,0.001
2025-01-01,4.A.4.b.6.I07,0.013
2025-01-01,4.A.4.b.6.I08,0.002
2025-01-01,4.A.4.b.6.I09,0.001
2025-01-01,4.A.4.b.6.I10,0.001
2025-01-01,4.A.4.b.6.I11,0.003
2025-01-01,4.A.4.c.1.I01,0.007
2025-01-01,4.A.4.c.1.I02,0.000
2025-01-01,4.A.4.c.1.I03,0.001
2025-01-01,4.A.4.c.2.I01,0.000
2025-01-01,4.A.4.c.2.I02,0.001
2025-01-01,4.A.4.c.3.I02,0.001
2025-01-01,4.A.4.c.3.I03,0.000
2025-01-01,4.A.4.c.3.I04,0.000
2025-01-01,4.A.4.c.3.I05,0.001
2025-01-01,4.A.4.c.3.I07,0.001
2025-01-01,Other IWA,0.002
2025-02-01,4.A.1.a.1.I01,0.005
2025-02-01,4.A.1.a.1.I02,0.003
2025-02-01,4.A.1.a.1.I03,0.000
2025-02-01,4.A.1.a.1.I04,0.036
2025-02-01,4.A.1.a.1.I05,0.002
2025-02-01,4.A.1.a.1.I06,0.001
2025-02-01,4.A.1.a.1.I07,0.012
2025-02-01,4.A.1.a.1.I08,0.000
2025-02-01,4.A.1.a.1.I09,0.006
2025-02-01,4.A.1.a.1.I11,0.000
2025-02-01,4.A.1.a.1.I12,0.002
2025-02-01,4.A.1.a.1.I14,0.001
2025-02-01,4.A.1.a.1.I15,0.000
2025-02-01,4.A.1.a.1.I16,0.002
2025-02-01,4.A.1.a.1.I17,0.002
2025-02-01,4.A.1.a.1.I18,0.012
2025-02-01,4.A.1.a.1.I19,0.006
2025-02-01,4.A.1.a.1.I20,0.004
2025-02-01,4.A.1.a.1.I21,0.000
2025-02-01,4.A.1.a.1.I22,0.000
2025-02-01,4.A.1.a.1.I23,0.002
2025-02-01,4.A.1.a.2.I02,0.001
2025-02-01,4.A.1.a.2.I03,0.000
2025-02-01,4.A.1.a.2.I05,0.000
2025-02-01,4.A.1.a.2.I08,0.000
2025-02-01,4.A.1.a.2.I10,0.001
2025-02-01,4.A.1.b.1.I02,0.001
2025-02-01,4.A.1.b.2.I03,0.000
2025-02-01,4.A.1.b.2.I08,0.000
2025-02-01,4.A.1.b.2.I09,0.000
2025-02-01,4.A.1.b.3.I01,0.001
2025-02-01,4.A.1.b.3.I03,0.018
2025-02-01,4.A.1.b.3.I05,0.000
2025-02-01,4.A.2.a.1.I01,0.002
2025-02-01,4.A.2.a.1.I02,0.005
2025-02-01,4.A.2.a.1.I03,0.003
2025-02-01,4.A.2.a.1.I04,0.004
2025-02-01,4.A.2.a.1.I05,0.001
2025-02-01,4.A.2.a.1.I06,0.002
2025-02-01,4.A.2.a.1.I07,0.009
2025-02-01,4.A.2.a.1.I08,0.006
2025-02-01,4.A.2.a.1.I09,0.001
2025-02-01,4.A.2.a.1.I10,0.001
2025-02-01,4.A.2.a.2.I01,0.002
2025-02-01,4.A.2.a.2.I03,0.003
2025-02-01,4.A.2.a.2.I04,0.000
2025-02-01,4.A.2.a.2.I05,0.001
2025-02-01,4.A.2.a.3.I01,0.003
2025-02-01,4.A.2.a.4.I01,0.001
2025-02-01,4.A.2.a.4.I02,0.007
2025-02-01,4.A.2.a.4.I03,0.000
2025-02-01,4.A.2.a.4.I04,0.017
2025-02-01,4.A.2.a.4.I05,0.000
2025-02-01,4.A.2.a.4.I06,0.001
2025-02-01,4.A.2.a.4.I07,0.001
2025-02-01,4.A.2.a.4.I08,0.005
2025-02-01,4.A.2.a.4.I09,0.000
2025-02-01,4.A.2.a.4.I10,0.000
2025-02-01,4.A.2.a.4.I11,0.006
2025-02-01,4.A.2.a.4.I12,0.001
2025-02-01,4.A.2.b.1.I01,0.002
2025-02-01,4.A.2.b.1.I02,0.000
2025-02-01,4.A.2.b.1.I06,0.001
2025-02-01,4.A.2.b.1.I07,0.150
2025-02-01,4.A.2.b.1.I08,0.002
2025-02-01,4.A.2.b.1.I09,0.000
2025-02-01,4.A.2.b.1.I10,0.001
2025-02-01,4.A.2.b.1.I11,0.000
2025-02-01,4.A.2.b.2.I01,0.001
2025-02-01,4.A.2.b.2.I02,0.006
2025-02-01,4.A.2.b.2.I03,0.007
2025-02-01,4.A.2.b.2.I04,0.000
2025-02-01,4.A.2.b.2.I06,0.001
2025-02-01,4.A.2.b.2.I07,0.001
2025-02-01,4.A.2.b.2.I09,0.001
2025-02-01,4.A.2.b.2.I11,0.001
2025-02-01,4.A.2.b.2.I12,0.039
2025-02-01,4.A.2.b.2.I13,0.001
2025-02-01,4.A.2.b.2.I15,0.009
2025-02-01,4.A.2.b.2.I16,0.000
2025-02-01,4.A.2.b.2.I17,0.000
2025-02-01,4.A.2.b.2.I18,0.019
2025-02-01,4.A.2.b.2.I19,0.000
2025-02-01,4.A.2.b.2.I21,0.003
2025-02-01,4.A.2.b.2.I22,0.005
2025-02-01,4.A.2.b.2.I23,0.006
2025-02-01,4.A.2.b.2.I24,0.000
2025-02-01,4.A.2.b.2.I25,0.001
2025-02-01,4.A.2.b.2.I26,0.000
2025-02-01,4.A.2.b.2.I27,0.002
2025-02-01,4.A.2.b.3.I01,0.008
2025-02-01,4.A.2.b.4.I01,0.002
2025-02-01,4.A.2.b.4.I02,0.000
2025-02-01,4.A.2.b.4.I03,0.001
2025-02-01,4.A.2.b.5.I01,0.000
2025-02-01,4.A.2.b.5.I02,0.003
2025-02-01,4.A.2.b.5.I03,0.002
2025-02-01,4.A.2.b.6.I01,0.002
2025-02-01,4.A.2.b.6.I02,0.005
2025-02-01,4.A.3.a.1.I01,0.000
2025-02-01,4.A.3.a.1.I03,0.000
2025-02-01,4.A.3.a.1.I05,0.000
2025-02-01,4.A.3.a.1.I15,0.001
2025-02-01,4.A.3.a.2.I01,0.000
2025-02-01,4.A.3.a.2.I04,0.000
2025-02-01,4.A.3.a.2.I09,0.000
2025-02-01,4.A.3.a.2.I45,0.000
2025-02-01,4.A.3.a.2.I46,0.000
2025-02-01,4.A.3.b.1.I01,0.053
2025-02-01,4.A.3.b.1.I02,0.001
2025-02-01,4.A.3.b.1.I03,0.007
2025-02-01,4.A.3.b.1.I04,0.046
2025-02-01,4.A.3.b.1.I05,0.003
2025-02-01,4.A.3.b.1.I06,0.005
2025-02-01,4.A.3.b.4.I01,0.000
2025-02-01,4.A.3.b.4.I04,0.000
2025-02-01,4.A.3.b.6.I01,0.007
2025-02-01,4.A.3.b.6.I02,0.000
2025-02-01,4.A.3.b.6.I03,0.007
2025-02-01,4.A.3.b.6.I05,0.001
2025-02-01,4.A.3.b.6.I06,0.005
2025-02-01,4.A.3.b.6.I07,0.002
2025-02-01,4.A.3.b.6.I08,0.002
2025-02-01,4.A.3.b.6.I09,0.001
2025-02-01,4.A.3.b.6.I10,0.001
2025-02-01,4.A.3.b.6.I12,0.084
2025-02-01,4.A.3.b.6.I13,0.010
2025-02-01,4.A.3.b.6.I14,0.004
2025-02-01,4.A.3.b.6.I15,0.008
2025-02-01,4.A.3.b.6.I16,0.063
2025-02-01,4.A.4.a.1.I01,0.036
2025-02-01,4.A.4.a.1.I02,0.016
2025-02-01,4.A.4.a.1.I03,0.015
2025-02-01,4.A.4.a.1.I04,0.012
2025-02-01,4.A.4.a.1.I05,0.004
2025-02-01,4.A.4.a.2.I01,0.000
2025-02-01,4.A.4.a.2.I02,0.001
2025-02-01,4.A.4.a.2.I03,0.014
2025-02-01,4.A.4.a.2.I04,0.001
2025-02-01,4.A.4.a.2.I06,0.003
2025-02-01,4.A.4.a.2.I08,0.001
2025-02-01,4.A.4.a.2.I09,0.004
2025-02-01,4.A.4.a.2.I10,0.001
2025-02-01,4.A.4.a.2.I11,0.004
2025-02-01,4.A.4.a.2.I12,0.001
2025-02-01,4.A.4.a.2.I13,0.000
2025-02-01,4.A.4.a.3.I02,0.007
2025-02-01,4.A.4.a.3.I03,0.006
2025-02-01,4.A.4.a.4.I01,0.002
2025-02-01,4.A.4.a.5.I01,0.001
2025-02-01,4.A.4.a.5.I02,0.000
2025-02-01,4.A.4.a.5.I03,0.001
2025-02-01,4.A.4.a.5.I04,0.000
2025-02-01,4.A.4.a.5.I05,0.000
2025-02-01,4.A.4.a.5.I07,0.000
2025-02-01,4.A.4.a.5.I08,0.001
2025-02-01,4.A.4.a.6.I01,0.000
2025-02-01,4.A.4.a.6.I02,0.003
2025-02-01,4.A.4.a.6.I03,0.004
2025-02-01,4.A.4.a.7.I01,0.000
2025-02-01,4.A.4.a.7.I02,0.001
2025-02-01,4.A.4.a.7.I03,0.000
2025-02-01,4.A.4.a.8.I03,0.002
2025-02-01,4.A.4.b.3.I01,0.000
2025-02-01,4.A.4.b.3.I02,0.006
2025-02-01,4.A.4.b.3.I03,0.000
2025-02-01,4.A.4.b.3.I04,0.000
2025-02-01,4.A.4.b.3.I06,0.000
2025-02-01,4.A.4.b.4.I01,0.000
2025-02-01,4.A.4.b.4.I11,0.000
2025-02-01,4.A.4.b.4.I12,0.000
2025-02-01,4.A.4.b.5.I01,0.002
2025-02-01,4.A.4.b.5.I02,0.001
2025-02-01,4.A.4.b.6.I01,0.002
2025-02-01,4.A.4.b.6.I02,0.005
2025-02-01,4.A.4.b.6.I04,0.006
2025-02-01,4.A.4.b.6.I05,0.009
2025-02-01,4.A.4.b.6.I06,0.003
2025-02-01,4.A.4.b.6.I07,0.011
2025-02-01,4.A.4.b.6.I08,0.003
2025-02-01,4.A.4.b.6.I09,0.001
2025-02-01,4.A.4.b.6.I10,0.001
2025-02-01,4.A.4.b.6.I11,0.003
2025-02-01,4.A.4.c.1.I01,0.007
2025-02-01,4.A.4.c.1.I02,0.000
2025-02-01,4.A.4.c.1.I03,0.000
2025-02-01,4.A.4.c.1.I04,0.000
2025-02-01,4.A.4.c.2.I01,0.002
2025-02-01,4.A.4.c.2.I02,0.001
2025-02-01,4.A.4.c.3.I03,0.000
2025-02-01,4.A.4.c.3.I04,0.000
2025-02-01,4.A.4.c.3.I05,0.001
2025-02-01,4.A.4.c.3.I06,0.000
2025-02-01,Other IWA,0.002
2025-03-01,4.A.1.a.1.I01,0.006
2025-03-01,4.A.1.a.1.I02,0.003
2025-03-01,4.A.1.a.1.I03,0.000
2025-03-01,4.A.1.a.1.I04,0.037
2025-03-01,4.A.1.a.1.I05,0.001
2025-03-01,4.A.1.a.1.I06,0.000
2025-03-01,4.A.1.a.1.I07,0.013
2025-03-01,4.A.1.a.1.I08,0.001
2025-03-01,4.A.1.a.1.I09,0.007
2025-03-01,4.A.1.a.1.I11,0.000
2025-03-01,4.A.1.a.1.I12,0.001
2025-03-01,4.A.1.a.1.I14,0.002
2025-03-01,4.A.1.a.1.I15,0.001
2025-03-01,4.A.1.a.1.I16,0.002
2025-03-01,4.A.1.a.1.I17,0.002
2025-03-01,4.A.1.a.1.I18,0.007
2025-03-01,4.A.1.a.1.I19,0.006
2025-03-01,4.A.1.a.1.I20,0.006
2025-03-01,4.A.1.a.1.I21,0.001
2025-03-01,4.A.1.a.1.I23,0.001
2025-03-01,4.A.1.a.2.I08,0.001
2025-03-01,4.A.1.a.2.I09,0.000
2025-03-01,4.A.1.a.2.I10,0.001
2025-03-01,4.A.1.b.1.I02,0.003
2025-03-01,4.A.1.b.2.I01,0.000
2025-03-01,4.A.1.b.2.I05,0.000
2025-03-01,4.A.1.b.2.I08,0.000
2025-03-01,4.A.1.b.2.I09,0.000
2025-03-01,4.A.1.b.3.I01,0.002
2025-03-01,4.A.1.b.3.I02,0.001
2025-03-01,4.A.1.b.3.I03,0.015
2025-03-01,4.A.1.b.3.I04,0.000
2025-03-01,4.A.1.b.3.I05,0.001
2025-03-01,4.A.2.a.1.I01,0.002
2025-03-01,4.A.2.a.1.I02,0.004
2025-03-01,4.A.2.a.1.I03,0.002
2025-03-01,4.A.2.a.1.I04,0.002
2025-03-01,4.A.2.a.1.I05,0.001
2025-03-01,4.A.2.a.1.I06,0.003
2025-03-01,4.A.2.a.1.I07,0.005
2025-03-01,4.A.2.a.1.I08,0.004
2025-03-01,4.A.2.a.1.I09,0.000
2025-03-01,4.A.2.a.1.I10,0.000
2025-03-01,4.A.2.a.2.I01,0.002
2025-03-01,4.A.2.a.2.I02,0.000
2025-03-01,4.A.2.a.2.I03,0.004
2025-03-01,4.A.2.a.2.I05,0.000
2025-03-01,4.A.2.a.3.I01,0.003
2025-03-01,4.A.2.a.3.I03,0.001
2025-03-01,4.A.2.a.4.I01,0.000
2025-03-01,4.A.2.a.4.I02,0.007
2025-03-01,4.A.2.a.4.I03,0.000
2025-03-01,4.A.2.a.4.I04,0.015
2025-03-01,4.A.2.a.4.I05,0.001
2025-03-01,4.A.2.a.4.I06,0.001
2025-03-01,4.A.2.a.4.I07,0.001
2025-03-01,4.A.2.a.4.I08,0.005
2025-03-01,4.A.2.a.4.I09,0.001
2025-03-01,4.A.2.a.4.I10,0.001
2025-03-01,4.A.2.a.4.I11,0.005
2025-03-01,4.A.2.a.4.I12,0.001
2025-03-01,4.A.2.b.1.I01,0.002
2025-03-01,4.A.2.b.1.I02,0.001
2025-03-01,4.A.2.b.1.I04,0.000
2025-03-01,4.A.2.b.1.I06,0.001
2025-03-01,4.A.2.b.1.I07,0.156
2025-03-01,4.A.2.b.1.I08,0.001
2025-03-01,4.A.2.b.1.I09,0.000
2025-03-01,4.A.2.b.1.I11,0.000
2025-03-01,4.A.2.b.2.I01,0.001
2025-03-01,4.A.2.b.2.I02,0.006
2025-03-01,4.A.2.b.2.I03,0.006
2025-03-01,4.A.2.b.2.I04,0.000
2025-03-01,4.A.2.b.2.I05,0.001
2025-03-01,4.A.2.b.2.I06,0.001
2025-03-01,4.A.2.b.2.I07,0.003
2025-03-01,4.A.2.b.2.I08,0.000
2025-03-01,4.A.2.b.2.I09,0.002
2025-03-01,4.A.2.b.2.I11,0.000
2025-03-01,4.A.2.b.2.I12,0.037
2025-03-01,4.A.2.b.2.I13,0.001
2025-03-01,4.A.2.b.2.I15,0.007
2025-03-01,4.A.2.b.2.I17,0.001
2025-03-01,4.A.2.b.2.I18,0.018
2025-03-01,4.A.2.b.2.I19,0.001
2025-03-01,4.A.2.b.2.I20,0.000
2025-03-01,4.A.2.b.2.I21,0.003
2025-03-01,4.A.2.b.2.I22,0.005
2025-03-01,4.A.2.b.2.I23,0.005
2025-03-01,4.A.2.b.2.I24,0.001
2025-03-01,4.A.2.b.2.I25,0.002
2025-03-01,4.A.2.b.2.I26,0.000
2025-03-01,4.A.2.b.2.I27,0.002
2025-03-01,4.A.2.b.3.I01,0.007
2025-03-01,4.A.2.b.4.I01,0.004
2025-03-01,4.A.2.b.4.I03,0.003
2025-03-01,4.A.2.b.5.I01,0.000
2025-03-01,4.A.2.b.5.I02,0.002
2025-03-01,4.A.2.b.5.I03,0.003
2025-03-01,4.A.2.b.6.I01,0.002
2025-03-01,4.A.2.b.6.I02,0.005
2025-03-01,4.A.3.a.1.I03,0.000
2025-03-01,4.A.3.a.1.I15,0.000
2025-03-01,4.A.3.a.2.I03,0.000
2025-03-01,4.A.3.a.2.I04,0.000
2025-03-01,4.A.3.a.2.I08,0.000
2025-03-01,4.A.3.a.2.I09,0.000
2025-03-01,4.A.3.a.2.I33,0.001
2025-03-01,4.A.3.a.2.I47,0.000
2025-03-01,4.A.3.a.3.I01,0.001
2025-03-01,4.A.3.a.3.I09,0.001
2025-03-01,4.A.3.a.4.I01,0.000
2025-03-01,4.A.3.b.1.I01,0.054
2025-03-01,4.A.3.b.1.I02,0.001
2025-03-01,4.A.3.b.1.I03,0.009
2025-03-01,4.A.3.b.1.I04,0.045
2025-03-01,4.A.3.b.1.I05,0.005
2025-03-01,4.A.3.b.1.I06,0.005
2025-03-01,4.A.3.b.4.I02,0.000
2025-03-01,4.A.3.b.4.I04,0.001
2025-03-01,4.A.3.b.6.I01,0.007
2025-03-01,4.A.3.b.6.I02,0.001
2025-03-01,4.A.3.b.6.I03,0.007
2025-03-01,4.A.3.b.6.I05,0.000
2025-03-01,4.A.3.b.6.I06,0.005
2025-03-01,4.A.3.b.6.I07,0.003
2025-03-01,4.A.3.b.6.I08,0.002
2025-03-01,4.A.3.b.6.I09,0.004
2025-03-01,4.A.3.b.6.I10,0.001
2025-03-01,4.A.3.b.6.I11,0.000
2025-03-01,4.A.3.b.6.I12,0.077
2025-03-01,4.A.3.b.6.I13,0.009
2025-03-01,4.A.3.b.6.I14,0.003
2025-03-01,4.A.3.b.6.I15,0.008
2025-03-01,4.A.3.b.6.I16,0.041
2025-03-01,4.A.4.a.1.I01,0.036
2025-03-01,4.A.4.a.1.I02,0.013
2025-03-01,4.A.4.a.1.I03,0.016
2025-03-01,4.A.4.a.1.I04,0.009
2025-03-01,4.A.4.a.1.I05,0.005
2025-03-01,4.A.4.a.2.I01,0.001
2025-03-01,4.A.4.a.2.I02,0.002
2025-03-01,4.A.4.a.2.I03,0.016
2025-03-01,4.A.4.a.2.I04,0.004
2025-03-01,4.A.4.a.2.I06,0.001
2025-03-01,4.A.4.a.2.I08,0.001
2025-03-01,4.A.4.a.2.I09,0.002
2025-03-01,4.A.4.a.2.I11,0.005
2025-03-01,4.A.4.a.2.I12,0.001
2025-03-01,4.A.4.a.2.I13,0.001
2025-03-01,4.A.4.a.3.I02,0.006
2025-03-01,4.A.4.a.3.I03,0.007
